reaction_handle,catalyst_id,imine_id,thiol_id,product_id,selectivity_ee_percent,selectivity_ddGact_kcal\,Avg ee R,Avg ee S,React hndl,Plt 1: R ee,Plt 1:  S ee,Plate 2: R ee,Plt 2: R ee,Plt 3: R ee,Plt 3: S ee,Diff of avg.
87_i_1_C,87_i,1,C,1_C,75,1.152803971,87.5,12.5,87_i_1_C,90,11,86,15,88,13,75
87_i_1_D,87_i,1,D,1_D,92,1.882755521,96,4,87_i_1_D,97,3,95,5,96,4,92
87_i_1_E,87_i,1,E,1_E,91,1.809884413,95.5,4.5,87_i_1_E,97,4,95,6,96,5,91
87_i_2_A,87_i,2,A,2_A,88,1.630075694,94,6,87_i_2_A,93,7,95,5,94,6,88
87_i_2_B,87_i,2,B,2_B,77,1.208933406,88.5,11.5,87_i_2_B,90,11,88,13,89,12,77
87_i_2_C,87_i,2,C,2_C,85,1.488350273,92.5,7.5,87_i_2_C,91,10,95,6,93,8,85
87_i_2_D,87_i,2,D,2_D,97,2.479052609,98.5,1.5,87_i_2_D,98,3,100,1,99,2,97
87_i_2_E,87_i,2,E,2_E,90,1.744356465,95,5,87_i_2_E,96,5,95,6,95,5,90
87_i_3_A,87_i,3,A,3_A,86,1.532416977,93,7,87_i_3_A,94,7,93,8,93,7,86
87_i_3_B,87_i,3,B,3_B,71,1.051178115,85.5,14.5,87_i_3_B,84,17,88,13,86,15,71
87_i_3_C,87_i,3,C,3_C,82,1.370652975,91,9,87_i_3_C,89,11,93,7,91,9,82
87_i_3_D,87_i,3,D,3_D,86,1.532416977,93,7,87_i_3_D,94,6,92,8,93,7,86
87_i_3_E,87_i,3,E,3_E,81,1.3353582,90.5,9.5,87_i_3_E,91,9,90,10,91,10,81
87_i_4_A,87_i,4,A,4_A,90,1.744356465,95,5,87_i_4_A,97,3,93,7,95,5,90
87_i_4_B,87_i,4,B,4_B,62,0.859020901,81,19,87_i_4_B,82,18,80,20,81,19,62
87_i_4_C,87_i,4,C,4_C,75,1.152803971,87.5,12.5,87_i_4_C,88,12,87,13,88,13,75
87_i_4_D,87_i,4,D,4_D,94,2.059324464,97,3,87_i_4_D,98,2,96,4,97,3,94
87_i_4_E,87_i,4,E,4_E,94,2.059324464,97,3,87_i_4_E,97,3,97,3,97,3,94
87_i_5_A,87_i,5,A,5_A,93,1.964940264,96.5,3.5,87_i_5_A,95,6,99,2,97,4,93
87_i_5_B,87_i,5,B,5_B,72,1.075421434,86,14,87_i_5_B,85,15,87,13,86,14,72
87_i_5_C,87_i,5,C,5_C,86,1.532416977,93,7,87_i_5_C,94,7,93,8,93,7,86
87_i_5_D,87_i,5,D,5_D,96,2.305607943,98,2,87_i_5_D,99,2,98,3,98,2,96
87_i_5_E,87_i,5,E,5_E,92,1.882755521,96,4,87_i_5_E,94,6,98,2,96,4,92
99_i_1_A,99_i,1,A,1_A,75,1.153210093,87.5,12.5,99_i_1_A,86,15,90,11,88,13,75
99_i_1_B,99_i,1,B,1_B,40,0.502136465,70,30,99_i_1_B,71,29,69,31,70,30,40
99_i_1_C,99_i,1,C,1_C,32,0.393089879,66,34,99_i_1_C,67,34,66,35,66,34,32
99_i_1_D,99_i,1,D,1_D,83,1.408257101,91.5,8.5,99_i_1_D,94,7,90,11,92,9,83
99_i_1_E,99_i,1,E,1_E,81,1.335828633,90.5,9.5,99_i_1_E,92,9,90,11,91,10,81
99_i_2_A,99_i,2,A,2_A,83,1.408257101,91.5,8.5,99_i_2_A,92,8,91,9,92,9,83
99_i_2_B,99_i,2,B,2_B,60,0.821563446,80,20,99_i_2_B,81,19,79,21,80,20,60
99_i_2_C,99_i,2,C,2_C,52,0.683115634,76,24,99_i_2_C,76,24,76,24,76,24,52
99_i_2_D,99_i,2,D,2_D,72,1.075800294,86,14,99_i_2_D,88,12,84,16,86,14,72
99_i_2_E,99_i,2,E,2_E,79,1.269931021,89.5,10.5,99_i_2_E,88,13,92,9,90,11,79
99_i_3_A,99_i,3,A,3_A,75,1.153210093,87.5,12.5,99_i_3_A,89,12,87,14,88,13,75
99_i_3_B,99_i,3,B,3_B,37,0.460384503,68.5,31.5,99_i_3_B,69,31,68,32,69,32,37
99_i_3_C,99_i,3,C,3_C,18,0.215697804,59,41,99_i_3_C,61,39,57,43,59,41,18
99_i_3_D,99_i,3,D,3_D,81,1.335828633,90.5,9.5,99_i_3_D,92,9,90,11,91,10,81
99_i_3_E,99_i,3,E,3_E,82,1.371135842,91,9,99_i_3_E,92,9,91,10,91,9,82
99_i_4_A,99_i,4,A,4_A,72,1.075800294,86,14,99_i_4_A,87,13,85,15,86,14,72
99_i_4_B,99_i,4,B,4_B,25,0.302731997,62.5,37.5,99_i_4_B,62,39,64,37,63,38,25
99_i_4_C,99_i,4,C,4_C,33,0.406342506,66.5,33.5,99_i_4_C,67,33,66,34,67,34,33
99_i_4_D,99_i,4,D,4_D,73,1.100788513,86.5,13.5,99_i_4_D,89,12,85,16,87,14,73
99_i_4_E,99_i,4,E,4_E,73,1.100788513,86.5,13.5,99_i_4_E,88,13,86,15,87,14,73
99_i_5_A,99_i,5,A,5_A,80,1.302147255,90,10,99_i_5_A,91,10,90,11,90,10,80
99_i_5_B,99_i,5,B,5_B,21,0.252664645,60.5,39.5,99_i_5_B,61,39,60,40,61,40,21
99_i_5_C,99_i,5,C,5_C,41,0.516314959,70.5,29.5,99_i_5_C,69,32,73,28,71,30,41
99_i_5_D,99_i,5,D,5_D,63,0.878774984,81.5,18.5,99_i_5_D,80,21,84,17,82,19,63
99_i_5_E,99_i,5,E,5_E,68,0.982720273,84,16,99_i_5_E,85,15,83,17,84,16,68
99_vi_1_A,99_vi,1,A,1_A,86,1.532956832,93,7,99_vi_1_A,94,7,93,8,93,7,86
99_vi_1_B,99_vi,1,B,1_B,50,0.651073627,75,25,99_vi_1_B,77,23,73,27,75,25,50
99_vi_1_C,99_vi,1,C,1_C,56,0.75007535,78,22,99_vi_1_C,79,21,77,23,78,22,56
99_vi_1_D,99_vi,1,D,1_D,68,0.982720273,84,16,99_vi_1_D,85,15,83,17,84,16,68
99_vi_1_E,99_vi,1,E,1_E,86,1.532956832,93,7,99_vi_1_E,92,8,94,6,93,7,86
99_vi_2_A,99_vi,2,A,2_A,76,1.180779378,88,12,99_vi_2_A,89,11,87,13,88,12,76
99_vi_2_B,99_vi,2,B,2_B,30,0.366862912,65,35,99_vi_2_B,63,37,67,33,65,35,30
99_vi_2_C,99_vi,2,C,2_C,40,0.502136465,70,30,99_vi_2_C,69,31,71,29,70,30,40
99_vi_2_D,99_vi,2,D,2_D,74,1.126570428,87,13,99_vi_2_D,88,13,87,14,87,13,74
99_vi_2_E,99_vi,2,E,2_E,82,1.371135842,91,9,99_vi_2_E,92,9,91,10,91,9,82
99_vi_3_A,99_vi,3,A,3_A,76,1.180779378,88,12,99_vi_3_A,86,14,90,10,88,12,76
99_vi_3_B,99_vi,3,B,3_B,38,0.474176905,69,31,99_vi_3_B,67,33,71,29,69,31,38
99_vi_3_C,99_vi,3,C,3_C,30,0.366862912,65,35,99_vi_3_C,66,34,64,36,65,35,30
99_vi_3_D,99_vi,3,D,3_D,78,1.239041656,89,11,99_vi_3_D,90,11,89,12,89,11,78
99_vi_3_E,99_vi,3,E,3_E,70,1.027981402,85,15,99_vi_3_E,87,13,83,17,85,15,70
99_vi_4_A,99_vi,4,A,4_A,80,1.302147255,90,10,99_vi_4_A,91,9,89,11,90,10,80
99_vi_4_B,99_vi,4,B,4_B,36,0.44670986,68,32,99_vi_4_B,69,32,68,33,68,32,36
99_vi_4_C,99_vi,4,C,4_C,52,0.683115634,76,24,99_vi_4_C,77,23,75,25,76,24,52
99_vi_4_D,99_vi,4,D,4_D,72,1.075800294,86,14,99_vi_4_D,86,14,86,14,86,14,72
99_vi_4_E,99_vi,4,E,4_E,70,1.027981402,85,15,99_vi_4_E,83,17,87,13,85,15,70
99_vi_5_A,99_vi,5,A,5_A,82,1.371135842,91,9,99_vi_5_A,90,10,92,8,91,9,82
99_vi_5_B,99_vi,5,B,5_B,28,0.340979638,64,36,99_vi_5_B,65,36,64,37,64,36,28
99_vi_5_C,99_vi,5,C,5_C,48,0.619875227,74,26,99_vi_5_C,75,26,74,27,74,26,48
99_vi_5_D,99_vi,5,D,5_D,74,1.126570428,87,13,99_vi_5_D,85,15,89,11,87,13,74
99_vi_5_E,99_vi,5,E,5_E,70,1.027981402,85,15,99_vi_5_E,83,17,87,13,85,15,70
